date,category,region,sales,units,discount,rating,month,month_n,revenue
2024-12-05,Clothing,West,485.17056844321763,38,0.007006396344824895,1.7587793926987088,December,12,18307.308303542697
2024-09-10,Furniture,West,844.6938463995624,7,0.09765891616894971,3.475792772030886,September,9,5335.413726059199
2024-08-14,Furniture,North,677.9267273486181,5,0.3323508765366822,2.294001579645895,August,8,2263.085926433302
2024-04-21,Furniture,East,538.5707195140957,43,,4.3372134638190705,April,4,
2024-04-08,Food,West,710.5846311797425,45,0.3074077458095165,3.5171952240429447,April,4,22146.5435175851
2024-06-01,Furniture,East,425.67389952957745,31,0.04524392763062921,1.7954251111011836,June,6,12598.856953175418
2024-12-14,Electronics,East,,23,0.3182041486785613,1.2584667193763446,December,12,
2024-12-03,Books,North,351.562541363789,42,0.36747111879740174,1.170532837148131,December,12,9339.685360386344
2024-07-12,Electronics,West,522.0811744054404,10,0.24024381701849445,2.485634270600563,July,7,3966.544002727791
2024-11-05,Electronics,South,466.618779174329,32,0.376350142535226,2.063404546617254,November,11,9312.215523918629
2024-06-11,Furniture,North,623.6623082386191,43,0.330735553484751,3.584360493850032,June,6,17947.98541003691
2024-07-26,Books,South,481.30793279847956,30,0.2667886067963629,2.997335339914473,July,7,10587.01379901407
2024-06-17,Books,East,612.2052088942587,39,0.23087409468469927,2.064077112021523,June,6,18363.652535652043
2024-06-09,Books,East,725.1457445846435,31,0.1394294668967882,1.5969511118007045,June,6,19345.210859836698
2024-03-08,Food,North,480.84562240838426,18,0.06371497809712205,,March,3,8103.753973953667
2024-10-15,Furniture,North,583.2717933066682,36,,4.458641568561671,October,10,
